,Unnamed: 0,Основное средство,Инвентарный номер,ОКОФ,Амортизационная группа,Способ начисления амортизации,Дата принятия к учету,Состояние,Срок полезного использования,"Мес. норма износа, %","Износ, %",Балансовая стоимость,Количество,Сумма амортизации,Остаточная стоимость
1538,1 529,Станция рабочая на металлоопорах на два рабочих места (друг напротив друга),11013606002206.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,11.11.2019,Введено в эксплуатацию,180.0,0.556,100,11686.72,1.0,11686.72,0.0
1539,1 530,Станция рабочая на металлоопорах на два рабочих места (друг напротив друга),11013606002207.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,11.11.2019,Введено в эксплуатацию,180.0,0.556,100,11686.72,1.0,11686.72,0.0
1540,1 531,Станция рабочая на металлоопорах на два рабочих места (друг напротив друга),11013606002208.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,11.11.2019,Введено в эксплуатацию,180.0,0.556,100,11686.72,1.0,11686.72,0.0
1541,1 532,Стеллаж металлический 6 полок,4101360401098.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,24.04.2017,Введено в эксплуатацию,84.0,1.19,100,4945.2,1.0,4945.2,0.0
1542,1 533,Осциллограф цифровой АКИП-4115/1А 2 канала х 25 МГц,4101360401094.0,330.26.51,4.0,100% при вводе в эксплуатацию,20.04.2017,Введено в эксплуатацию,84.0,1.19,100,30800.0,1.0,30800.0,0.0
1543,1 534,Стол письменный ICON 120х60х75 с передней панелью 120,4101360401110.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,07.07.2017,Введено в эксплуатацию,84.0,1.19,100,6861.18,1.0,6861.18,0.0
1544,1 535,Стол письменный ICON 200х60х75 с передней панелью 200,4101360401115.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,07.07.2017,Введено в эксплуатацию,84.0,1.19,100,9454.02,1.0,9454.02,0.0
1545,1 536,Стол письменный ICON 200х60х75 с передней панелью 200,4101360401116.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,07.07.2017,Введено в эксплуатацию,84.0,1.19,100,9454.02,1.0,9454.02,0.0
1546,1 537,Кресло College H-935L-2/Black c высокой спинкой,4101360401121.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,16.08.2017,Введено в эксплуатацию,84.0,1.19,100,5790.85,1.0,5790.85,0.0
1547,1 538,Кресло College H-935L-2/Black c высокой спинкой,4101360401124.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,16.08.2017,Введено в эксплуатацию,84.0,1.19,100,5790.85,1.0,5790.85,0.0
1548,1 539,Кресло College H-935L-2/Black c высокой спинкой,4101360401130.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,16.08.2017,Введено в эксплуатацию,84.0,1.19,100,5790.85,1.0,5790.85,0.0
1549,1 540,Кресло College H-935L-2/Black c высокой спинкой,4101360401133.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,16.08.2017,Введено в эксплуатацию,84.0,1.19,100,5790.85,1.0,5790.85,0.0
1550,1 541,"Холодильник CANDY CKBG 3350E встраиваемый, объем 206 л А+",4101360401138.0,330.28.25.13.119,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,33750.0,1.0,33750.0,0.0
1551,1 542,"Холодильник CANDY CKBG 3350E встраиваемый, объем 206 л А+",4101360401139.0,330.28.25.13.119,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,33750.0,1.0,33750.0,0.0
1552,1 543,Тумба мобильная,4101360401147.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1553,1 544,Тумба мобильная,4101360401331.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1554,1 545,Тумба мобильная,4101360401335.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1555,1 546,Тумба мобильная,4101360401336.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1556,1 547,Тумба мобильная,4101360401341.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1557,1 548,Тумба мобильная,4101360401342.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1558,1 549,Тумба мобильная,4101360401368.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1559,1 550,Тумба мобильная,4101360401370.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1560,1 551,Тумба мобильная,4101360401379.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1561,1 552,Тумба мобильная,4101360401395.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1562,1 553,Тумба мобильная,4101360401396.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1563,1 554,Тумба мобильная,4101360401397.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1564,1 555,Тумба мобильная,4101360401400.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1565,1 556,Тумба мобильная,4101360401401.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1566,1 557,Тумба мобильная,4101360401408.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1567,1 558,Тумба мобильная,4101360401421.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1568,1 559,"Кресло офисное ""Метта""",4101360401216.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100,4356.66,1.0,4356.66,0.0
1569,1 560,"Кресло офисное ""Метта""",4101360401227.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100,4356.66,1.0,4356.66,0.0
1570,1 561,Флипчарт магнитно-маркерный 70х100 см,4101360401242.0,330.32.99.53.190,4.0,100% при вводе в эксплуатацию,18.12.2017,Введено в эксплуатацию,84.0,1.19,100,5023.27,1.0,5023.27,0.0
1571,1 562,Кресло ColleqeH935L2 B,4101360401263.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,26.12.2017,Введено в эксплуатацию,84.0,1.19,100,5790.85,1.0,5790.85,0.0
1572,1 563,Стол в прямой высокий 70 х 60 см,4101360401304.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100,7438.8,1.0,7438.8,0.0
1573,1 564,"Тумба мобильная, цвет - Дуб альпийский 43х47х64",4101360401320.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,13.11.2017,Введено в эксплуатацию,84.0,1.19,100,5662.59,1.0,5662.59,0.0
1574,1 565,"Тумба мобильная, цвет - Дуб альпийский 43х47х64",4101360401323.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,13.11.2017,Введено в эксплуатацию,84.0,1.19,100,5662.59,1.0,5662.59,0.0
1575,1 566,"Тумба мобильная, цвет - Дуб альпийский 43х47х64",4101360401326.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,13.11.2017,Введено в эксплуатацию,84.0,1.19,100,5662.59,1.0,5662.59,0.0
1576,1 567,"Тумба мобильная, цвет - Дуб альпийский 43х47х64",4101360401329.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,13.11.2017,Введено в эксплуатацию,84.0,1.19,100,5662.59,1.0,5662.59,0.0
1577,1 568,Тумба мобильная,4101360401443.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1578,1 569,Тумба мобильная,4101360401464.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1579,1 570,Тумба мобильная,4101360401468.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1580,1 571,Тумба мобильная,4101360401484.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1581,1 572,Тумба мобильная,4101360401487.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1582,1 573,Тумба мобильная,4101360401489.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1583,1 574,Тумба мобильная,4101360401501.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1584,1 575,Тумба мобильная,4101360401505.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1585,1 576,Тумба мобильная,4101360401506.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1586,1 577,Тумба мобильная,4101360401520.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1587,1 578,Тумба мобильная,4101360401522.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1588,1 579,Тумба мобильная,4101360401538.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1589,1 580,Тумба мобильная,4101360401539.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1590,1 581,Тумба мобильная,4101360401540.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1591,1 582,Тумба мобильная,4101360401545.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1592,1 583,Тумба мобильная,4101360401548.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1593,1 584,Тумба мобильная,4101360401565.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1594,1 585,Тумба мобильная,4101360401571.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1595,1 586,Тумба мобильная,4101360401582.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1596,1 587,Тумба мобильная,4101360401596.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1597,1 588,Тумба мобильная,4101360401601.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,84.0,1.19,100,7909.97,1.0,7909.97,0.0
1598,1 589,"Кресло иск. кожа, хром",4101360600014.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,27.11.2017,Введено в эксплуатацию,180.0,0.556,100,24012.0,1.0,24012.0,0.0
1599,1 590,Кресло с низкой спинкой WELLA_SEAT,4101360600140.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,27.11.2017,Введено в эксплуатацию,180.0,0.556,100,19999.2,1.0,19999.2,0.0
1600,1 591,Кресло с низкой спинкой WELLA_SEAT,4101360600141.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,27.11.2017,Введено в эксплуатацию,180.0,0.556,100,19999.2,1.0,19999.2,0.0
1601,1 592,"Кресло для посетителей, кожзамениетль, цвет черный",4101360401170.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100,7600.0,1.0,7600.0,0.0
1602,1 593,"Стул высокий, каркас-массив дерева, спинка и седенье -ДВП, цвет - белый",4101360600552.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,180.0,0.556,100,5778.0,1.0,5778.0,0.0
1603,1 594,"Стул высокий, каркас-массив дерева, спинка и седенье -ДВП, цвет - белый",4101360401186.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100,5778.0,1.0,5778.0,0.0
1604,1 595,"Стол журнальный 45х53 см, металл с порошковым покрытием, цвет темно-зеленый",4101360401194.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100,4158.8,1.0,4158.8,0.0
1605,1 596,"Стол малый, высота 105 см столешница 70х60, ДВП, цвет - белый",4101360401202.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100,7438.8,1.0,7438.8,0.0
1606,1 597,Диван для посетителей темно-серый,4101360401269.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100,8298.8,1.0,8298.8,0.0
1607,1 598,"Стул для посетителей с подлокотником, цвет - белый",4101360401272.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100,5990.4,1.0,5990.4,0.0
1608,1 599,"Стул для посетителей с подлокотником, цвет - белый",4101360401281.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,25.12.2017,Введено в эксплуатацию,84.0,1.19,100,5990.4,1.0,5990.4,0.0
1609,1 600,"Кресло руководителя  ""Метта""",4101360401291.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,26.12.2017,Введено в эксплуатацию,84.0,1.19,100,5267.52,1.0,5267.52,0.0
1610,1 601,Доска магнитно-маркерная информ. вращающ. 90х120 см INDEX,4101360300041.0,330.32.99.53,3.0,100% при вводе в эксплуатацию,18.12.2017,Введено в эксплуатацию,60.0,1.667,100,6940.59,1.0,6940.59,0.0
1611,1 602,Доска магнитно-маркерная информ. вращающ. 90х120 см INDEX,4101360300045.0,330.32.99.53,3.0,100% при вводе в эксплуатацию,18.12.2017,Введено в эксплуатацию,60.0,1.667,100,6940.59,1.0,6940.59,0.0
1612,1 603,Доска магнитно-маркерная поворотная BOARDSYS 100х150,4101360300049.0,330.32.99.53.130,3.0,100% при вводе в эксплуатацию,18.12.2017,Введено в эксплуатацию,60.0,1.667,100,8622.6,1.0,8622.6,0.0
1613,1 604,Доска магнитно-маркерная информ. 100 х180 см рама EasyGrip INDEX,4101360300054.0,330.32.99.53,3.0,100% при вводе в эксплуатацию,18.12.2017,Введено в эксплуатацию,60.0,1.667,100,5356.81,1.0,5356.81,0.0
1614,1 605,Стол переговорный круглый Domino URO 120 х 70,4101360401293.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,21.12.2017,Введено в эксплуатацию,84.0,1.19,100,7950.0,1.0,7950.0,0.0
1615,1 606,Зеркало настенное 700 х800,4101360401300.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,18.12.2017,Введено в эксплуатацию,84.0,1.19,100,3490.0,1.0,3490.0,0.0
1616,1 607,Зеркало настенное 900 х800,4101360401302.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,18.12.2017,Введено в эксплуатацию,84.0,1.19,100,3997.84,1.0,3997.84,0.0
1617,1 608,Панель к столу передняя 200,11013606000803.0,330.00.00.00.000,6.0,100% при вводе в эксплуатацию,01.09.2017,Введено в эксплуатацию,180.0,0.556,100,4082.41,1.0,4082.41,0.0
1618,1 609,Панель к столу передняя 100,4101360601559.0,330.00.00.00.000,6.0,100% при вводе в эксплуатацию,31.08.2017,Введено в эксплуатацию,180.0,0.556,100,3676.53,1.0,3676.53,0.0
1619,1 610,Аппарат питьевой воды DWP - 340,4101360401607.0,330.28.29.12,4.0,100% при вводе в эксплуатацию,19.03.2018,Введено в эксплуатацию,84.0,1.19,100,42580.0,1.0,42580.0,0.0
1620,1 611,Сейф VALBERG FRS-51 KL 490х430х430 мм,4101360800008.0,330.25.99.21.110,8.0,100% при вводе в эксплуатацию,28.02.2018,Введено в эксплуатацию,300.0,0.333,100,15322.0,1.0,15322.0,0.0
1621,1 612,"Шкаф с 2 створками, корпус ДСП 18мм, фасад - МДФ, цвет - темно-серый 1944х600х560",41013606000174.0,330.00.00.00.000,4.0,100% при вводе в эксплуатацию,01.02.2018,Введено в эксплуатацию,84.0,1.19,100,13350.0,1.0,13350.0,0.0
1622,1 613,"Проектор Benq  MW632ST(DLP,1280x800x3200  лм 1:13000 2хHDMI VGA S-Video 4000 ч",41013603000002.0,330.26.70.16,3.0,100% при вводе в эксплуатацию,01.02.2018,Введено в эксплуатацию,60.0,1.667,100,36519.82,1.0,36519.82,0.0
1623,1 614,Стул с подлокотниками,41013606000797.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1624,1 615,Стул с подлокотниками,41013606000798.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1625,1 616,Стул с подлокотниками,41013606000799.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1626,1 617,Стул с подлокотниками,41013606000800.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1627,1 618,Стул с подлокотниками,41013606000801.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1628,1 619,Стул с подлокотниками,41013606000802.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1629,1 620,Стул с подлокотниками,41013606000803.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1630,1 621,Стул с подлокотниками,41013606000804.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1631,1 622,Стул с подлокотниками,41013606000805.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1632,1 623,Стул с подлокотниками,41013606000806.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1633,1 624,Стул с подлокотниками,41013606000807.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1634,1 625,Стул с подлокотниками,41013606000808.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1635,1 626,Стул с подлокотниками,41013606000809.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1636,1 627,Стул с подлокотниками,41013606000810.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1637,1 628,Стул с подлокотниками,41013606000811.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1638,1 629,Стул с подлокотниками,41013606000812.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1639,1 630,Стул с подлокотниками,41013606000813.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1640,1 631,Стул с подлокотниками,41013606000814.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1641,1 632,Стул с подлокотниками,41013606000815.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1642,1 633,Стул с подлокотниками,41013606000816.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1643,1 634,Стул с подлокотниками,41013606000817.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1644,1 635,Стул с подлокотниками,41013606000818.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1645,1 636,Стул с подлокотниками,41013606000819.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1646,1 637,Стул с подлокотниками,41013606000820.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,10.11.2017,Введено в эксплуатацию,180.0,0.556,100,3069.1,1.0,3069.1,0.0
1647,1 638,Водоочиститель WFP 2200 с кранами холодной  и горячей  воды,41013602000002.0,330.28.29.12.110,6.0,100% при вводе в эксплуатацию,17.09.2018,Введено в эксплуатацию,180.0,0.556,100,44576.0,1.0,44576.0,0.0
1648,1 639,Водоочиститель WFP 2200 с кранами холодной  и горячей  воды,41013602000003.0,330.28.29.12.110,6.0,100% при вводе в эксплуатацию,17.09.2018,Введено в эксплуатацию,180.0,0.556,100,44576.0,1.0,44576.0,0.0
1649,1 640,Станция рабочая на два рабочих места (друг напротив друга) с экраном,41013606001678.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,15.10.2018,Введено в эксплуатацию,180.0,0.556,100,14653.25,1.0,14653.25,0.0
1650,1 641,Станция рабочая на два рабочих места (друг напротив друга) с экраном,41013606001684.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,15.10.2018,Введено в эксплуатацию,180.0,0.556,100,14653.25,1.0,14653.25,0.0
1651,1 642,Станция рабочая на два рабочих места (друг напротив друга) с экраном,41013606001690.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,15.10.2018,Введено в эксплуатацию,180.0,0.556,100,14653.25,1.0,14653.25,0.0
1652,1 643,IP-камера Dahua DH-IPC-HDBW91325RP-SL тип 2,21013604000008.0,320.26.30.13,4.0,100% при вводе в эксплуатацию,19.11.2018,Введено в эксплуатацию,84.0,1.19,100,48120.99,1.0,48120.99,0.0
1653,1 644,IP-камера Dahua DH-IPC-HDBW91325RP-SL тип 2,21013604000013.0,320.26.30.13,4.0,100% при вводе в эксплуатацию,19.11.2018,Введено в эксплуатацию,84.0,1.19,100,48120.99,1.0,48120.99,0.0
1654,1 645,IP-камера Dahua DH-IPC-HDBW91325RP-SL тип 2,21013604000014.0,320.26.30.13,4.0,100% при вводе в эксплуатацию,19.11.2018,Введено в эксплуатацию,84.0,1.19,100,48120.99,1.0,48120.99,0.0
1655,1 646,IP-камера Dahua DH-IPC-HDBW91325RP-SL тип 2,21013604000019.0,320.26.30.13,4.0,100% при вводе в эксплуатацию,19.11.2018,Введено в эксплуатацию,84.0,1.19,100,48120.99,1.0,48120.99,0.0
1656,1 647,IP-камера Dahua DH-IPC-HDBW91325RP-SL тип 2,21013604000025.0,320.26.30.13,4.0,100% при вводе в эксплуатацию,19.11.2018,Введено в эксплуатацию,84.0,1.19,100,48120.99,1.0,48120.99,0.0
1657,1 648,Коммутатор D-Link 24 PoE 370Вт,21013606000001.0,320.26.30.11.110,6.0,100% при вводе в эксплуатацию,19.11.2018,Введено в эксплуатацию,180.0,0.556,100,60004.77,1.0,60004.77,0.0
1658,1 649,Стол для переговоров 240х120 см,41013606002525.0,330.31.01.1,6.0,100% при вводе в эксплуатацию,24.12.2018,Введено в эксплуатацию,180.0,0.556,100,15890.01,1.0,15890.01,0.0
1659,1 650,"Шкаф-купе встроенный, 1208*450*2502 мм, стекло",41013606002575.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,17.12.2018,Введено в эксплуатацию,180.0,0.556,100,56227.84,1.0,56227.84,0.0
1660,1 651,"Холодильник INDESIT ST 167, общий объем 300л, верхняя морозильная камера 53л, 60",11013604000002.0,330.28.29,4.0,100% при вводе в эксплуатацию,22.02.2019,Введено в эксплуатацию,84.0,1.19,100,16488.48,1.0,16488.48,0.0
1661,1 652,Тумба мобильная,4101360400947.0,330.31.01.1,4.0,100% при вводе в эксплуатацию,02.02.2016,Введено в эксплуатацию,84.0,1.19,100,4507.45,1.0,4507.45,0.0
1662,1 653,"Перегородка офисная ЛОГИКА, сплошной модуль 80х6,4х200 см",11013606000797.0,330.31.01.11,6.0,100% при вводе в эксплуатацию,24.05.2019,Введено в эксплуатацию,180.0,0.556,100,12686.25,1.0,12686.25,0.0
1663,1 654,Стол для переговоров,11013606000013.0,330.31.01.12,6.0,100% при вводе в эксплуатацию,13.06.2019,Введено в эксплуатацию,180.0,0.556,100,15075.0,1.0,15075.0,0.0
1664,1 655,Аппарат питьевой воды WFP-2200,11013605000011.0,330.28.25.13.115,5.0,100% при вводе в эксплуатацию,23.08.2019,Введено в эксплуатацию,120.0,0.833,100,45554.08,1.0,45554.08,0.0
1665,1 656,Аппарат питьевой воды WFP-2200,11013605000012.0,330.28.25.13.115,5.0,100% при вводе в эксплуатацию,23.08.2019,Введено в эксплуатацию,120.0,0.833,100,45554.08,1.0,45554.08,0.0
